,event,count,player,input,target,algorithm,output
166,13,9,4,0.0947224558452481,0.10441638127853882,ICM,0.1070914814098631
167,13,9,4,0.0947224558452481,0.10441638127853882,BASELINE,0.07852790088638195
168,13,9,5,0.0796888141295206,0.31185367982809564,ICM,0.09784247991741904
169,13,9,5,0.0796888141295206,0.31185367982809564,BASELINE,0.05990422710179962
170,13,9,6,0.05897813288477712,0.02893541834542036,ICM,0.08353964315725892
171,13,9,6,0.05897813288477712,0.02893541834542036,BASELINE,0.046341995702390545
172,13,9,7,0.0522497897392767,0.046341995702390545,ICM,0.07842126490755523
173,13,9,7,0.0522497897392767,0.046341995702390545,BASELINE,0.03636180499597099
174,13,9,8,0.04625735912531539,0.07852790088638195,ICM,0.07363282908606683
175,13,9,8,0.04625735912531539,0.07852790088638195,BASELINE,0.02893541834542036
176,14,4,0,0.414576802507837,0.43346712598632575,ICM,0.3067070536758452
177,14,4,0,0.414576802507837,0.43346712598632575,BASELINE,0.43346712598632575
178,14,4,1,0.2848746081504702,0.26762217797583304,ICM,0.2685207576896962
179,14,4,1,0.2848746081504702,0.26762217797583304,BASELINE,0.26762217797583304
180,14,4,2,0.164576802507837,0.17252404580554764,ICM,0.2195990245037929
181,14,4,2,0.164576802507837,0.17252404580554764,BASELINE,0.17252404580554764
182,14,4,3,0.1359717868338558,0.12638665023229353,ICM,0.2051731641306661
183,14,4,3,0.1359717868338558,0.12638665023229353,BASELINE,0.12638665023229353
184,15,8,0,0.125,0.11356314226846342,ICM,0.12499999999999958
185,15,8,0,0.125,0.11356314226846342,BASELINE,0.055529427573233
186,15,8,1,0.125,0.055529427573233,ICM,0.12499999999999958
187,15,8,1,0.125,0.055529427573233,BASELINE,0.055529427573233
188,15,8,2,0.125,0.11356314226846342,ICM,0.12499999999999958
189,15,8,2,0.125,0.11356314226846342,BASELINE,0.055529427573233
190,15,8,3,0.125,0.055529427573233,ICM,0.12499999999999958
191,15,8,3,0.125,0.055529427573233,BASELINE,0.055529427573233
192,15,8,4,0.125,0.21034892054107318,ICM,0.12499999999999958
193,15,8,4,0.125,0.21034892054107318,BASELINE,0.11356314226846342
194,15,8,5,0.125,0.340407084629068,ICM,0.12499999999999958
195,15,8,5,0.125,0.340407084629068,BASELINE,0.11356314226846342
196,15,8,6,0.125,0.055529427573233,ICM,0.12499999999999958
197,15,8,6,0.125,0.055529427573233,BASELINE,0.21034892054107318
198,15,8,7,0.125,0.055529427573233,ICM,0.12499999999999958
199,15,8,7,0.125,0.055529427573233,BASELINE,0.340407084629068
200,16,4,0,0.25,0.4376074492674942,ICM,0.24999999999999997
201,16,4,0,0.25,0.4376074492674942,BASELINE,0.14599013728828897
202,16,4,1,0.25,0.14599013728828897,ICM,0.24999999999999997
203,16,4,1,0.25,0.14599013728828897,BASELINE,0.14599013728828897
204,16,4,2,0.25,0.14599013728828897,ICM,0.24999999999999997
205,16,4,2,0.25,0.14599013728828897,BASELINE,0.2704122761559279
206,16,4,3,0.25,0.2704122761559279,ICM,0.24999999999999997
207,16,4,3,0.25,0.2704122761559279,BASELINE,0.4376074492674942
208,17,3,0,0.6282764098490866,0.29891549270117795,ICM,0.40881873118629697
209,17,3,0,0.6282764098490866,0.29891549270117795,BASELINE,0.4840682052366504
210,17,3,1,0.23828435266084194,0.4840682052366504,ICM,0.3166398825917397
211,17,3,1,0.23828435266084194,0.4840682052366504,BASELINE,0.29891549270117795
212,17,3,2,0.13343923749007147,0.21701630206217165,ICM,0.2745413862219636
213,17,3,2,0.13343923749007147,0.21701630206217165,BASELINE,0.21701630206217165
214,18,7,0,0.2365765038352846,0.36465029570583696,ICM,0.18969591226245494
215,18,7,0,0.2365765038352846,0.36465029570583696,BASELINE,0.36465029570583696
216,18,7,1,0.21396851029471134,0.10150424273592183,ICM,0.18056938472867673
217,18,7,1,0.21396851029471134,0.10150424273592183,BASELINE,0.22539356018399476
218,18,7,2,0.15946709729511505,0.22539356018399476,ICM,0.1554227374630858
219,18,7,2,0.15946709729511505,0.22539356018399476,BASELINE,0.14872075083569042
220,18,7,3,0.13564796124343964,0.07109082597640068,ICM,0.14270384555149385
221,18,7,3,0.13564796124343964,0.07109082597640068,BASELINE,0.10150424273592183
222,18,7,4,0.09608397254743642,0.05105568412331076,ICM,0.11849807508524593
223,18,7,4,0.09608397254743642,0.05105568412331076,BASELINE,0.07109082597640068
224,18,7,5,0.0863948324586193,0.14872075083569042,ICM,0.11185565399439591
225,18,7,5,0.0863948324586193,0.14872075083569042,BASELINE,0.05105568412331076
226,18,7,6,0.07186112232539363,0.0375846404388446,ICM,0.10125439091464886
227,18,7,6,0.07186112232539363,0.0375846404388446,BASELINE,0.0375846404388446
228,19,3,0,0.47155812036273703,0.29722357455086323,ICM,0.3732739159834148
229,19,3,0,0.47155812036273703,0.29722357455086323,BASELINE,0.48085981227266666
230,19,3,1,0.40643033800494643,0.48085981227266666,ICM,0.35872471780175086
231,19,3,1,0.40643033800494643,0.48085981227266666,BASELINE,0.29722357455086323
232,19,3,2,0.12201154163231658,0.2219166131764701,ICM,0.26800136621483484
233,19,3,2,0.12201154163231658,0.2219166131764701,BASELINE,0.2219166131764701
234,20,10,0,0.31287988422575974,0.3268932538849072,ICM,0.1945193275265392
235,20,10,0,0.31287988422575974,0.3268932538849072,BASELINE,0.3268932538849072
236,20,10,1,0.1788712011577424,0.2018468594182925,ICM,0.14890566755092763
237,20,10,1,0.1788712011577424,0.2018468594182925,BASELINE,0.2018468594182925
238,20,10,2,0.11635311143270623,0.05416859677238371,ICM,0.11868879168759447
239,20,10,2,0.11635311143270623,0.05416859677238371,BASELINE,0.13121649887933987
240,20,10,3,0.10998552821997105,0.041346460929385466,ICM,0.11509233321414891
241,20,10,3,0.10998552821997105,0.041346460929385466,BASELINE,0.09637677198090706
242,20,10,4,0.0573082489146165,0.024884697162816525,ICM,0.07961353774570315
243,20,10,4,0.0573082489146165,0.024884697162816525,BASELINE,0.07178842396917968
244,20,10,5,0.05499276410998553,0.019566236912444652,ICM,0.07774424031028841
245,20,10,5,0.05499276410998553,0.019566236912444652,BASELINE,0.05416859677238371
246,20,10,6,0.05412445730824891,0.07178842396917968,ICM,0.07703440091107111
247,20,10,6,0.05412445730824891,0.07178842396917968,BASELINE,0.041346460929385466
248,20,10,7,0.05036179450072359,0.09637677198090706,ICM,0.07390022208533956
249,20,10,7,0.05036179450072359,0.09637677198090706,BASELINE,0.03191220009034333
250,20,10,8,0.04052098408104197,0.03191220009034333,ICM,0.06521185892150558
251,20,10,8,0.04052098408104197,0.03191220009034333,BASELINE,0.024884697162816525
252,20,10,9,0.024602026049204053,0.13121649887933987,ICM,0.04928962004687799
253,20,10,9,0.024602026049204053,0.13121649887933987,BASELINE,0.019566236912444652
254,21,6,0,0.254839845124956,0.36007240618360953,ICM,0.20390849795351276
255,21,6,0,0.254839845124956,0.36007240618360953,BASELINE,0.36007240618360953
256,21,6,1,0.23829637451601549,0.22274155428480777,ICM,0.19821340427301737
257,21,6,1,0.23829637451601549,0.22274155428480777,BASELINE,0.22274155428480777
258,21,6,2,0.15029919042590636,0.1576342547642025,ICM,0.16201413730963896
259,21,6,2,0.15029919042590636,0.1576342547642025,BASELINE,0.1576342547642025
260,21,6,3,0.1418514607532559,0.06189338155189542,ICM,0.15787132101341678
261,21,6,3,0.1418514607532559,0.06189338155189542,BASELINE,0.11410437007648479
262,21,6,4,0.12214009151707145,0.08355403313899999,ICM,0.14760944127523842
263,21,6,4,0.12214009151707145,0.08355403313899999,BASELINE,0.08355403313899999
264,21,6,5,0.09257303766279479,0.11410437007648479,ICM,0.1303831981751769
265,21,6,5,0.09257303766279479,0.11410437007648479,BASELINE,0.06189338155189542
266,22,2,0,0.7655677655677655,0.6179682105159318,ICM,0.5626571081494874
267,22,2,0,0.7655677655677655,0.6179682105159318,BASELINE,0.6179682105159318
268,22,2,1,0.23443223443223443,0.38203178948406824,ICM,0.43734289185051234
269,22,2,1,0.23443223443223443,0.38203178948406824,BASELINE,0.38203178948406824
270,23,3,0,0.44049459041731065,0.4963072119352779,ICM,0.36657353422236594
271,23,3,0,0.44049459041731065,0.4963072119352779,BASELINE,0.4963072119352779
272,23,3,1,0.3081916537867079,0.306579275224643,ICM,0.32720737626003393
273,23,3,1,0.3081916537867079,0.306579275224643,BASELINE,0.306579275224643
274,23,3,2,0.2513137557959815,0.1971135128400791,ICM,0.30621908951760013
275,23,3,2,0.2513137557959815,0.1971135128400791,BASELINE,0.1971135128400791
276,24,2,0,0.8736111111111111,0.6180371514263566,ICM,0.5881999825935832
277,24,2,0,0.8736111111111111,0.6180371514263566,BASELINE,0.6180371514263566
278,24,2,1,0.12638888888888888,0.3819628485736433,ICM,0.4118000174064168
279,24,2,1,0.12638888888888888,0.3819628485736433,BASELINE,0.3819628485736433
280,25,2,0,0.72,0.6163199218611827,ICM,0.5511807656189204
281,25,2,0,0.72,0.6163199218611827,BASELINE,0.6163199218611827
282,25,2,1,0.28,0.3836800781388173,ICM,0.4488192343810796
283,25,2,1,0.28,0.3836800781388173,BASELINE,0.3836800781388173
284,26,2,0,0.7866242038216561,0.6179626457799758,ICM,0.5676218988547634
285,26,2,0,0.7866242038216561,0.6179626457799758,BASELINE,0.6179626457799758
286,26,2,1,0.21337579617834396,0.3820373542200241,ICM,0.4323781011452369
287,26,2,1,0.21337579617834396,0.3820373542200241,BASELINE,0.3820373542200241
288,27,4,0,0.39990774907749077,0.41536772239729614,ICM,0.2952658917639831
289,27,4,0,0.39990774907749077,0.41536772239729614,BASELINE,0.41536772239729614
290,27,4,1,0.24953874538745388,0.18848568335017205,ICM,0.2534464799936993
291,27,4,1,0.24953874538745388,0.18848568335017205,BASELINE,0.25662154298411993
292,27,4,2,0.19880073800738007,0.25662154298411993,ICM,0.23538556481778933
293,27,4,2,0.19880073800738007,0.25662154298411993,BASELINE,0.18848568335017205
294,27,4,3,0.15175276752767528,0.1395250512684119,ICM,0.21590206342452833
295,27,4,3,0.15175276752767528,0.1395250512684119,BASELINE,0.1395250512684119
296,28,2,0,0.7357170617955694,0.3830547661040492,ICM,0.5551319738498983
297,28,2,0,0.7357170617955694,0.3830547661040492,BASELINE,0.6169452338959508
298,28,2,1,0.2642829382044306,0.6169452338959508,ICM,0.4448680261501017
299,28,2,1,0.2642829382044306,0.6169452338959508,BASELINE,0.3830547661040492
300,29,2,0,0.6051188299817185,0.38179870263289206,ICM,0.5248503641631033
301,29,2,0,0.6051188299817185,0.38179870263289206,BASELINE,0.6182012973671079
302,29,2,1,0.39488117001828155,0.6182012973671079,ICM,0.47514963583689696
303,29,2,1,0.39488117001828155,0.6182012973671079,BASELINE,0.38179870263289206
304,30,2,0,0.7740688685874912,0.6179346402718637,ICM,0.5646444268531651
305,30,2,0,0.7740688685874912,0.6179346402718637,BASELINE,0.6179346402718637
306,30,2,1,0.22593113141250878,0.3820653597281363,ICM,0.43535557314683515
307,30,2,1,0.22593113141250878,0.3820653597281363,BASELINE,0.3820653597281363
308,31,4,0,0.3011456628477905,0.42033286703160594,ICM,0.26783311906581164
309,31,4,0,0.3011456628477905,0.42033286703160594,BASELINE,0.42033286703160594
310,31,4,1,0.28314238952536824,0.13339246142667643,ICM,0.2621664906171239
311,31,4,1,0.28314238952536824,0.13339246142667643,BASELINE,0.26131535873772727
312,31,4,2,0.23199672667757773,0.18495931280399036,ICM,0.24455648787740467
313,31,4,2,0.23199672667757773,0.18495931280399036,BASELINE,0.18495931280399036
314,31,4,3,0.1837152209492635,0.26131535873772727,ICM,0.22544390243965948
315,31,4,3,0.1837152209492635,0.26131535873772727,BASELINE,0.13339246142667643
316,32,4,0,0.30374592833876224,0.17257260241331876,ICM,0.27029687282212783
317,32,4,0,0.30374592833876224,0.17257260241331876,BASELINE,0.43330990797982305
318,32,4,1,0.27890879478827363,0.43330990797982305,ICM,0.261806530670193
319,32,4,1,0.27890879478827363,0.43330990797982305,BASELINE,0.2676961575947218
320,32,4,2,0.24429967426710097,0.2676961575947218,ICM,0.24905749006954947
321,32,4,2,0.24429967426710097,0.2676961575947218,BASELINE,0.17257260241331876
322,32,4,3,0.17304560260586319,0.1264213320121364,ICM,0.2188391064381301
323,32,4,3,0.17304560260586319,0.1264213320121364,BASELINE,0.1264213320121364
324,33,10,0,0.2652582159624413,0.019400966372965078,ICM,0.17736831459254254
325,33,10,0,0.2652582159624413,0.019400966372965078,BASELINE,0.32861948819476433
326,33,10,1,0.12065727699530517,0.13126892807088042,ICM,0.11661875884878564
327,33,10,1,0.12065727699530517,0.13126892807088042,BASELINE,0.20256833707402652
328,33,10,2,0.11431924882629108,0.09606516646901432,ICM,0.11306890629607667
329,33,10,2,0.11431924882629108,0.09606516646901432,BASELINE,0.13126892807088042
330,33,10,3,0.09859154929577464,0.32861948819476433,ICM,0.10376809515231089
331,33,10,3,0.09859154929577464,0.32861948819476433,BASELINE,0.09606516646901432
332,33,10,4,0.08568075117370892,0.03154188432927248,ICM,0.09554177977788159
333,33,10,4,0.08568075117370892,0.03154188432927248,BASELINE,0.0713447383638306
334,33,10,5,0.08427230046948357,0.0713447383638306,ICM,0.09460843778298002
335,33,10,5,0.08427230046948357,0.0713447383638306,BASELINE,0.05369691564328488
336,33,10,6,0.07863849765258216,0.05369691564328488,ICM,0.09079878119411092
337,33,10,6,0.07863849765258216,0.05369691564328488,BASELINE,0.04091403593025649
338,33,10,7,0.0676056338028169,0.04091403593025649,ICM,0.08295726047092362
339,33,10,7,0.0676056338028169,0.04091403593025649,BASELINE,0.03154188432927248
340,33,10,8,0.05,0.20256833707402652,ICM,0.06922725992890155
341,33,10,8,0.05,0.20256833707402652,BASELINE,0.024579539551704874
342,33,10,9,0.034976525821596244,0.024579539551704874,ICM,0.056042405955488206
343,33,10,9,0.034976525821596244,0.024579539551704874,BASELINE,0.019400966372965078
344,34,9,0,0.2713319458896982,0.12748661057684482,ICM,0.18115359015488194
345,34,9,0,0.2713319458896982,0.12748661057684482,BASELINE,0.3294247139003554
346,34,9,1,0.1383975026014568,0.3294247139003554,ICM,0.12984729533498224
347,34,9,1,0.1383975026014568,0.3294247139003554,BASELINE,0.20355982772840434
348,34,9,2,0.13189386056191468,0.07214366153545074,ICM,0.12667424746241332
349,34,9,2,0.13189386056191468,0.07214366153545074,BASELINE,0.12748661057684482
350,34,9,3,0.1204474505723205,0.05753129081717944,ICM,0.1208797168631257
351,34,9,3,0.1204474505723205,0.05753129081717944,BASELINE,0.0923090356800433
352,34,9,4,0.1168054110301769,0.20355982772840434,ICM,0.11897621319964531
353,34,9,4,0.1168054110301769,0.20355982772840434,BASELINE,0.07214366153545074
354,34,9,5,0.07414151925078044,0.0923090356800433,ICM,0.09406685571040933
355,34,9,5,0.07414151925078044,0.0923090356800433,BASELINE,0.05753129081717944
356,34,9,6,0.061394380853277836,0.038554108895088465,ICM,0.08545503629168101
