,event,count,player,input,target,algorithm,output
0,0,6,0,0.16666666666666666,0.15165359383311242,ICM,0.16666666666666632
1,0,6,0,0.16666666666666666,0.15165359383311242,BASELINE,0.060789098185563877
2,0,6,1,0.16666666666666666,0.23062758044225298,ICM,0.16666666666666632
3,0,6,1,0.16666666666666666,0.23062758044225298,BASELINE,0.078135580340935
4,0,6,2,0.16666666666666666,0.078135580340935,ICM,0.16666666666666632
5,0,6,2,0.16666666666666666,0.078135580340935,BASELINE,0.10586631092798825
6,0,6,3,0.16666666666666666,0.10586631092798825,ICM,0.16666666666666632
7,0,6,3,0.16666666666666666,0.10586631092798825,BASELINE,0.15165359383311242
8,0,6,4,0.16666666666666666,0.060789098185563877,ICM,0.16666666666666632
9,0,6,4,0.16666666666666666,0.060789098185563877,BASELINE,0.23062758044225298
10,0,6,5,0.16666666666666666,0.37292783627014753,ICM,0.16666666666666632
11,0,6,5,0.16666666666666666,0.37292783627014753,BASELINE,0.37292783627014753
12,1,8,0,0.19945105215004574,0.09801113047828228,ICM,0.16483175017150725
13,1,8,0,0.19945105215004574,0.09801113047828228,BASELINE,0.35316210322267994
14,1,8,1,0.18298261665141813,0.35316210322267994,ICM,0.15746404820331483
15,1,8,1,0.18298261665141813,0.35316210322267994,BASELINE,0.21824413578558197
16,1,8,2,0.16925892040256177,0.1442174664092483,ICM,0.15099011340681023
17,1,8,2,0.16925892040256177,0.1442174664092483,BASELINE,0.1442174664092483
18,1,8,3,0.11985361390667887,0.21824413578558197,ICM,0.12473303720338072
19,1,8,3,0.11985361390667887,0.21824413578558197,BASELINE,0.09801113047828228
20,1,8,4,0.1020128087831656,0.03498401557016344,ICM,0.11391517765518591
21,1,8,4,0.1020128087831656,0.03498401557016344,BASELINE,0.06808624557399345
22,1,8,5,0.08920402561756634,0.04831088738988721,ICM,0.10563906765266538
23,1,8,5,0.08920402561756634,0.04831088738988721,BASELINE,0.04831088738988721
24,1,8,6,0.07913998170173833,0.03498401557016344,ICM,0.09881710016152315
25,1,8,6,0.07913998170173833,0.03498401557016344,BASELINE,0.03498401557016344
26,1,8,7,0.05809698078682525,0.06808624557399345,ICM,0.08360970554561348
27,1,8,7,0.05809698078682525,0.06808624557399345,BASELINE,0.03498401557016344
28,2,9,0,0.18166325835037492,0.20121126333016576,ICM,0.14958594996232236
29,2,9,0,0.18166325835037492,0.20121126333016576,BASELINE,0.3257806725794531
30,2,9,1,0.17995910020449898,0.3257806725794531,ICM,0.1488668745064922
31,2,9,1,0.17995910020449898,0.3257806725794531,BASELINE,0.20121126333016576
32,2,9,2,0.1632583503749148,0.14272516101784394,ICM,0.14155891737781232
33,2,9,2,0.1632583503749148,0.14272516101784394,BASELINE,0.14272516101784394
34,2,9,3,0.13122017723244717,0.04151818709745539,ICM,0.12602928958287166
35,2,9,3,0.13122017723244717,0.04151818709745539,BASELINE,0.10266867279062401
36,2,9,4,0.08384458077709611,0.10266867279062401,ICM,0.09825965265939725
37,2,9,4,0.08384458077709611,0.10266867279062401,BASELINE,0.07488814539119418
38,2,9,5,0.07839127471029311,0.02427640956604371,ICM,0.09458257731934462
39,2,9,5,0.07839127471029311,0.02427640956604371,BASELINE,0.055387828634779854
40,2,9,6,0.076346284935242,0.07488814539119418,ICM,0.09317269978253442
41,2,9,6,0.076346284935242,0.07488814539119418,BASELINE,0.04151818709745539
42,2,9,7,0.07498295841854125,0.055387828634779854,ICM,0.09222305980013726
43,2,9,7,0.07498295841854125,0.055387828634779854,BASELINE,0.03154365959244008
44,2,9,8,0.030334014996591684,0.03154365959244008,ICM,0.05572097900908908
45,2,9,8,0.030334014996591684,0.03154365959244008,BASELINE,0.02427640956604371
46,3,8,0,0.23679912901469788,0.05483245706619845,ICM,0.17948568198170275
47,3,8,0,0.23679912901469788,0.05483245706619845,BASELINE,0.3463976049794332
48,3,8,1,0.17419706042460534,0.13798741331860284,ICM,0.15408101664211316
49,3,8,1,0.17419706042460534,0.13798741331860284,BASELINE,0.21394399124061672
50,3,8,2,0.1502449646162221,0.3463976049794332,ICM,0.14277095093758618
51,3,8,2,0.1502449646162221,0.3463976049794332,BASELINE,0.13798741331860284
52,3,8,3,0.13119216113228088,0.09998323091036429,ICM,0.13297604901049923
53,3,8,3,0.13119216113228088,0.09998323091036429,BASELINE,0.09998323091036429
54,3,8,4,0.11486118671747414,0.04149363267802361,ICM,0.12392121312381742
55,3,8,4,0.11486118671747414,0.04149363267802361,BASELINE,0.0735102636692741
56,3,8,5,0.1050626020685901,0.21394399124061672,ICM,0.11815519641158453
57,3,8,5,0.1050626020685901,0.21394399124061672,BASELINE,0.05483245706619845
58,3,8,6,0.045182362547632006,0.031851406137486805,ICM,0.07548028884886605
59,3,8,6,0.045182362547632006,0.031851406137486805,BASELINE,0.04149363267802361
60,3,8,7,0.04246053347849755,0.0735102636692741,ICM,0.0731296030438312
61,3,8,7,0.04246053347849755,0.0735102636692741,BASELINE,0.031851406137486805
62,4,8,0,0.125,0.05182961442731759,ICM,0.12499999999999958
63,4,8,0,0.125,0.05182961442731759,BASELINE,0.05182961442731759
64,4,8,1,0.125,0.12006517182655779,ICM,0.12499999999999958
65,4,8,1,0.125,0.12006517182655779,BASELINE,0.05182961442731759
66,4,8,2,0.125,0.05182961442731759,ICM,0.12499999999999958
67,4,8,2,0.125,0.05182961442731759,BASELINE,0.05182961442731759
68,4,8,3,0.125,0.3415145626828523,ICM,0.12499999999999958
69,4,8,3,0.125,0.3415145626828523,BASELINE,0.05182961442731759
70,4,8,4,0.125,0.05182961442731759,ICM,0.12499999999999958
71,4,8,4,0.125,0.05182961442731759,BASELINE,0.12006517182655779
72,4,8,5,0.125,0.2110366359547618,ICM,0.12499999999999958
73,4,8,5,0.125,0.2110366359547618,BASELINE,0.12006517182655779
74,4,8,6,0.125,0.12006517182655779,ICM,0.12499999999999958
75,4,8,6,0.125,0.12006517182655779,BASELINE,0.2110366359547618
76,4,8,7,0.125,0.05182961442731759,ICM,0.12499999999999958
77,4,8,7,0.125,0.05182961442731759,BASELINE,0.3415145626828523
78,5,2,0,0.5026041666666666,0.6180686306081686,ICM,0.5006149407844174
79,5,2,0,0.5026041666666666,0.6180686306081686,BASELINE,0.6180686306081686
80,5,2,1,0.4973958333333333,0.3819313693918314,ICM,0.4993850592155824
81,5,2,1,0.4973958333333333,0.3819313693918314,BASELINE,0.3819313693918314
82,6,6,0,0.4125262421273618,0.37190100868463905,ICM,0.2584563846379084
83,6,6,0,0.4125262421273618,0.37190100868463905,BASELINE,0.37190100868463905
84,6,6,1,0.18264520643806859,0.15719790347385562,ICM,0.1858460586050939
85,6,6,1,0.18264520643806859,0.15719790347385562,BASELINE,0.22982093586032207
86,6,6,2,0.14765570328901328,0.22982093586032207,ICM,0.169150392978981
87,6,6,2,0.14765570328901328,0.22982093586032207,BASELINE,0.15719790347385562
88,6,6,3,0.1165150454863541,0.10915873213316446,ICM,0.15199120445305486
89,6,6,3,0.1165150454863541,0.10915873213316446,BASELINE,0.10915873213316446
90,6,6,4,0.10741777466759972,0.07691898860141125,ICM,0.14647141453549245
91,6,6,4,0.10741777466759972,0.07691898860141125,BASELINE,0.07691898860141125
92,6,6,5,0.03324002799160252,0.055002431246607565,ICM,0.08808454478947217
93,6,6,5,0.03324002799160252,0.055002431246607565,BASELINE,0.055002431246607565
94,7,2,0,0.8600364132908511,0.6172633833818775,ICM,0.5844381759263222
95,7,2,0,0.8600364132908511,0.6172633833818775,BASELINE,0.6172633833818775
96,7,2,1,0.13996358670914885,0.3827366166181226,ICM,0.4155618240736776
97,7,2,1,0.13996358670914885,0.3827366166181226,BASELINE,0.3827366166181226
98,8,6,0,0.3416825483256194,0.2331624309392265,ICM,0.2397209650511587
99,8,6,0,0.3416825483256194,0.2331624309392265,BASELINE,0.37746298342541434
100,8,6,1,0.20065341682548327,0.1557414364640884,ICM,0.19047337077255394
101,8,6,1,0.20065341682548327,0.1557414364640884,BASELINE,0.2331624309392265
102,8,6,2,0.17261094473182684,0.37746298342541434,ICM,0.1777385811892317
103,8,6,2,0.17261094473182684,0.37746298342541434,BASELINE,0.1557414364640884
104,8,6,3,0.13694527634086578,0.10652375690607735,ICM,0.15943420097552508
105,8,6,3,0.13694527634086578,0.10652375690607735,BASELINE,0.10652375690607735
106,8,6,4,0.10890280424720937,0.07429171270718232,ICM,0.14295525818322086
107,8,6,4,0.10890280424720937,0.07429171270718232,BASELINE,0.07429171270718232
108,8,6,5,0.039205009528995374,0.052817679558011046,ICM,0.08967762382831318
109,8,6,5,0.039205009528995374,0.052817679558011046,BASELINE,0.052817679558011046
110,9,9,0,0.2472934472934473,0.07504478313217632,ICM,0.17567396852186942
111,9,9,0,0.2472934472934473,0.07504478313217632,BASELINE,0.3275702581270373
112,9,9,1,0.21025641025641026,0.05686968353253262,ICM,0.16265870218206704
113,9,9,1,0.21025641025641026,0.05686968353253262,BASELINE,0.20275746630252842
114,9,9,2,0.1378917378917379,0.20275746630252842,ICM,0.1316661990304655
115,9,9,2,0.1378917378917379,0.20275746630252842,BASELINE,0.13474828453684942
116,9,9,3,0.09743589743589744,0.13474828453684942,ICM,0.10961883434998772
117,9,9,3,0.09743589743589744,0.13474828453684942,BASELINE,0.09999608453489169
118,9,9,4,0.08547008547008547,0.02602071281042297,ICM,0.10215065671094718
119,9,9,4,0.08547008547008547,0.02602071281042297,BASELINE,0.07504478313217632
120,9,9,5,0.08433048433048433,0.3275702581270373,ICM,0.10141196813641042
121,9,9,5,0.08433048433048433,0.3275702581270373,BASELINE,0.05686968353253262
122,9,9,6,0.062108262108262105,0.03351148699576151,ICM,0.0858927340697895
123,9,9,6,0.062108262108262105,0.03351148699576151,BASELINE,0.0434812400277998
124,9,9,7,0.043874643874643876,0.09999608453489169,ICM,0.07120362143775752
125,9,9,7,0.043874643874643876,0.09999608453489169,BASELINE,0.03351148699576151
126,9,9,8,0.03133903133903134,0.0434812400277998,ICM,0.059723315560707084
127,9,9,8,0.03133903133903134,0.0434812400277998,BASELINE,0.02602071281042297
128,10,4,0,0.25,0.14598721784888413,ICM,0.24999999999999997
129,10,4,0,0.25,0.14598721784888413,BASELINE,0.14598721784888413
130,10,4,1,0.25,0.43761721523904323,ICM,0.24999999999999997
131,10,4,1,0.25,0.43761721523904323,BASELINE,0.14598721784888413
132,10,4,2,0.25,0.14598721784888413,ICM,0.24999999999999997
133,10,4,2,0.25,0.14598721784888413,BASELINE,0.2704083490631885
134,10,4,3,0.25,0.2704083490631885,ICM,0.24999999999999997
135,10,4,3,0.25,0.2704083490631885,BASELINE,0.43761721523904323
136,11,2,0,0.5,0.618081093823668,ICM,0.5
137,11,2,0,0.5,0.618081093823668,BASELINE,0.3819189061763319
138,11,2,1,0.5,0.3819189061763319,ICM,0.5
139,11,2,1,0.5,0.3819189061763319,BASELINE,0.618081093823668
140,12,9,0,0.1876747998842704,0.04489143879401579,ICM,0.15082526719701628
141,12,9,0,0.1876747998842704,0.04489143879401579,BASELINE,0.31420223414773313
142,12,9,1,0.18314205805767192,0.1425823351509164,ICM,0.14905713655947192
143,12,9,1,0.18314205805767192,0.1425823351509164,BASELINE,0.19412445556696142
144,12,9,2,0.14659079949850515,0.05922689846368762,ICM,0.1335363684899193
145,12,9,2,0.14659079949850515,0.05922689846368762,BASELINE,0.1425823351509164
146,12,9,3,0.13279969138779052,0.10554556437713758,ICM,0.12700259327193056
147,12,9,3,0.13279969138779052,0.10554556437713758,BASELINE,0.10554556437713758
148,12,9,4,0.12836339087665155,0.31420223414773313,ICM,0.12480876831128077
149,12,9,4,0.12836339087665155,0.31420223414773313,BASELINE,0.07874684010326587
150,12,9,5,0.0812035876169351,0.034287126161655794,ICM,0.09803623861531754
151,12,9,5,0.0812035876169351,0.034287126161655794,BASELINE,0.05922689846368762
152,12,9,6,0.06529077056611052,0.19412445556696142,ICM,0.08716843207336746
153,12,9,6,0.06529077056611052,0.19412445556696142,BASELINE,0.04489143879401579
154,12,9,7,0.04127688301668435,0.07874684010326587,ICM,0.06820803999055221
155,12,9,7,0.04127688301668435,0.07874684010326587,BASELINE,0.034287126161655794
156,12,9,8,0.03365801909538046,0.026393107234626376,ICM,0.06135715549114988
157,12,9,8,0.03365801909538046,0.026393107234626376,BASELINE,0.026393107234626376
158,13,9,0,0.24179983179142137,0.05990422710179962,ICM,0.16945393231612654
159,13,9,0,0.24179983179142137,0.05990422710179962,BASELINE,0.31185367982809564
160,13,9,1,0.19459629941126996,0.03636180499597099,ICM,0.15335907409576868
161,13,9,1,0.19459629941126996,0.03636180499597099,BASELINE,0.19280696011281226
162,13,9,2,0.13467199327165685,0.14085163174858983,ICM,0.12821682710809285
163,13,9,2,0.13467199327165685,0.14085163174858983,BASELINE,0.14085163174858983
164,13,9,3,0.09703532380151388,0.19280696011281226,ICM,0.10844246800184917
165,13,9,3,0.09703532380151388,0.19280696011281226,BASELINE,0.10441638127853882
